PC1,PC2,PC3,PC4
-1.9319873802413037,0.5624286106075664,-0.03651189598910903,1.275835247221867
0.06896802362999264,-2.573007251189087,-0.07909158675442211,1.4603873728164933
-1.0850299532116325,-0.8651196873689597,1.3521968041372672,0.31618545022274885
-2.1832018448742434,2.697418992118204,-0.8986175479851134,0.9625568319336074
0.01709837483326476,-3.2087526290838397,0.41403793681171314,0.21813022834630347
5.373037999482157,0.49459644251178764,0.5933758688844828,-0.6641521985459721
-1.5765139924311478,0.3331819898325919,0.14935970226528095,0.24351960557073382
-0.9161655629912382,-1.7314352100490953,-3.847357220741087,-2.531586370731145
-0.2983543660939076,-1.7582467651553952,-4.348440752281678,-0.8920512606656233
-1.2939624127686453,-0.5220902717257482,0.8287878699318315,0.9994679744961178
-1.4948843243078755,-2.528395274051822,1.621724363831826,-0.6906854701555358
-1.5125068191236726,2.2496964599502065,-1.7524884518099042,1.8690528466075103
-1.9021296233692866,0.589319429718671,-0.1102177302365464,0.5501940768841649
-2.7382560570273937,3.521291340088411,-0.18733997974170052,0.7092387877480676
-0.6387466943244852,-1.8049654788227825,0.5827286345215963,1.025537196504522
0.5451953451986782,-2.906594027509649,-0.2391067273607836,1.8356645759264776
-0.561592897627923,-0.04870278462427538,-0.6717331598534183,2.3040827276677693
-1.6807948132649435,-0.5917028537165789,0.9674941731755967,-0.4700085509583506
5.544867414754551,2.39131368573878,0.27126853735854894,-0.6317517594070116
-2.5323715024043687,-0.4864713707199452,1.6972705035238365,-2.028494935757934
-3.2261446685539763,0.468687166107878,2.1061352720499427,-2.2810880385436363
-2.169881582898451,1.0788530631276225,1.2231770353503162,-0.21655863227663388
-0.3031258393082183,-0.49228366668123574,-1.0918374779760092,1.8497887763969612
-2.712803245886216,0.6275236705163427,1.7180435857035958,-0.9976229718278612
0.5509564518875868,-2.8914582573075553,-0.22671250636307647,1.8407105147883907
-3.0187575251891485,2.4022106171020616,0.9193398216546581,-0.5524950924424136
0.48457080100592287,-2.7142824305435305,-0.24897585192007013,1.785114794333631
-0.9406026201366615,0.35039458288003955,-1.0171476066433205,1.4644747286180608
5.973597495818685,0.005856258053628377,0.6959019208891892,0.7279220499290388
0.12470654341668169,-1.8723577582107132,-5.1729416299808095,0.9357110726117732
-2.535967636754063,1.4015241567373373,-4.884921523865037,-1.0533101919825698
-2.05712770935334,1.544990772009833,-4.839300934109158,-2.1040635572839945
-1.7813723261132715,0.051536477881853116,1.1882062839296619,0.2610135515152651
-1.0541454241430206,-0.5508432842041822,0.927829683037381,0.873329176498023
-0.8489417701838589,-1.9439768647537317,0.034592018258769716,-0.017407848652721932
5.79199454354485,0.8775829424231523,0.06744221878785432,0.022195958966156146
-1.557140269461748,0.030626303213860978,0.22502668775003842,-0.02505139516654797
-2.344945505762578,3.3610367022364662,-1.3054948773380897,0.04817999652293686
-2.0487794075896826,1.5990706721187062,-0.36570339144841796,0.8029189131623147
-0.33960592150672025,-3.029171578998237,1.0679157126037315,0.566694778525824
-1.3824552198161268,-1.3261892751824356,0.09425326026376053,1.1000915835757274
6.16106342853522,0.4667694881593918,-0.1231811073086559,0.9772799456272623
-0.2009900715484045,-1.1658335084514106,-0.8407291182615486,1.8177974664302574
-2.1070026624512135,1.8064110529760613,0.4444465350092081,0.10923432525230159
-3.345076869232467,2.534496234097241,1.0690872515752388,-0.8164190828083937
-3.415143392057706,0.32635822346752663,1.715256082990167,-1.1016470535488623
-2.568350758678371,1.1699533485976512,0.8101019049277352,-1.6327120587362298
-2.613714070685708,-0.3658511238652125,1.9755316155920442,-1.7608266019618057
